sentiment,vi_review
negative,minhd cmt bn
negative,"t t hạnh phúc tồi tệ , ai ngờ .."
positive,khúc đầu cười tui tưởng quỳnh meomeo bả ck hok á tr 😅
positive,salim đẹp ghe
positive,đẹp 😲 😲 😲
positive,thúy yến 🌷 nhảy khum bợn
positive,e chú rể <someone> phúc hậu . chúc hai mãi hp nè
negative,tội nghiệp wa
positive,nguyễn khánh khang cưng chưaaaa
positive,nguyễn thị hồng thương
positive,nổi da gà 🥰 🥰 thiệt
negative,nhạc j
negative,đỗ ngọc song thư haizz khổ qué
positive,vía bé bụ bẫm yêu bụng
negative,nhạc
negative,.. tuyệt vọng
negative,quách đi . thương .
positive,cô dâu xinh ❤ ️ ❤ ️
positive,bee nguyễn 🐝 hứa hẹn bé
positive,lưu 3 😂
negative,đừng lũ ok 😏
negative,thiên hạ đc haha
positive,má oii ảnh đầu dth caaa 🙈
negative,ntling225 sound
negative,ac thatt
negative,ko clb 😃
positive,thương xỉu bây
positive,xuân vui vẻ nè 😂 😂
negative,<someone> cầm gửi
negative,chai k khóc
positive,nguyễn gia bảo4067 mua a ko . a mấy quyển
negative,😥
positive,<someone> . chúc nhiêu sức khỏe may mắn
positive,xinh trời cô dâu đẹp
positive,"đứng xinh , sánh trưng 🥰 🥰 🥰 😂 😂"
positive,salim mặc đầm quấn chăn tui bả siêu đẹp 🥹 🥹
positive,động lực cố gắng . chúc <someone>
positive,😂 😂 3 e nhí nhố 🥰 🥰
positive,vía mắt đẹp zai mẹ .
negative,sinh hẹn tử 🥺
negative,"bất lực , cười , coi nhu , khóc khóc , ts cuộc đời dịu dàng min"
negative,tội .. 🥰 🥰
positive,yêu 3 ce ❤ ️ ❤ ️ ❤ ️
negative,...
negative,that’s hurt
negative,ngọc hoaa dựa
negative,ko nen o noi that oh
negative,"chân gà sốt thái bé trải nhiều chuyện tệ , bảo vệ bé bùn đắp bé , hông bé khóc , bé"
negative,"sad : ngón chân gửi tặng nết đặc cầu bồn cầu nhà t sách mặt lon m ý nết ko 1 ng mặt mấy thằng điên ý địt bố m , m bố cac trai gắn háng dí m ko .. ko <someone> t xl hơi tức thằng kia đấy 🤧"
positive,❤ đồ 😆 xíu gửi ảnh dùm
negative,đi . ko xứng đáng .
positive,tuyệt vời việt nam 🥰
negative,cứu <someone> đi 😅
negative,"🙃 văn vở mệt đéo , luyến tiếc ... thẳng thắn ngắn gọn ko , nhắn "" ctay "" xong block r hủy kb đi lẹ"
positive,thu quế cuti 🙊 de thương
positive,đặng hà thanh nhã thihoàng <someone> đúm hong bạng tui
negative,tệ 😂
positive,tom 🍤 ni
negative,chán inter
negative,rút kinh nghiệm
negative,gia đình áp lực
positive,"lịch bốc thăm tứ kết 18 h 15/3 mong tứ kết mc bayern , real arsenal"
positive,"eo , ẻm xinh , ẻm ngại lạ yêu 🥰"
positive,hbd . q tgl 10 oktober
positive,combo sách chữa lành 🥰
negative,hôm nay sinh nhật khóc thay vì vui 🥹
negative,ánh mắt hiền .. trân trọng .
negative,metqua
negative,suy nghĩ nhieu tiêu cuc muc hành động vô tình thoi hai mắt ứa lệ ..
positive,chữa lành nè
negative,lưỡi dao vô hình đau gấp mấy .
negative,9 x làm quen k
negative,chả má xồn xồn v 😁
negative,dập . tụ máu bầm hút dịch bầm
positive,kkkkk cưng
negative,đau .. ❤ ️ ‍ 🩹
negative,đan gioi la lo gđ vo . am êm . đanh vo la kg tôt rői .
negative,nhạc 😞
negative,buông đấy .
positive,mặt tròn trịa … phúc hậu trời 🥰
negative,bất lực
positive,....
negative,tử tế quen mk chia tay nhẹ nhàng day dứt đời k quên đk
positive,🥰 ❤ ️ 💞 hì hì
positive,a said : mặt phố bố to 🙃
negative,"t t , hối hận hồi k đi khám thường xuyên bệnh , qlai chả khám đc tiền nuôi"
positive,"tuyệt vời lắm ,"
positive,cô dâu xinh duyên dáng lắm
negative,cảm giác đéo thik đéo yêu đi yêu mấy hồ ly nói chuyện ý tránh mày ko mày thiến
positive,thương
negative,trời 😌
negative,gom góp thất vọng lời nói dối nhói đau 🥺
negative,ui thằng chồng 😅 😅 😅
negative,thùy dương
negative,k thể kìm dk nc mắt 😔 bất lực 😔
positive,suongnguyen214 sinh nhat vui ve nha mommy 😋
positive,vía ebe khỏe phát triển bụ bẫm
positive,tự hào vn 🥰
positive,mấy ah đạo lý toàn tốt bụng
negative,bất lực
positive,4
negative,mệt mỏi 🥺 🥺
positive,tuyệt ạ
positive,pam cx bth
positive,hahaha ❤ ️ ❤ ️ ❤ ️ ❤ ️
negative,mệt mỏi
positive,le 20 juin moi
positive,mk chú rể đẹp
negative,đánh ghê vậy . quan điểm rõ ràng . vợ gái ngta . bme ngta dám đánh đánh . đồn khẩn đi .
positive,", co suc khoe , me voi thanh cong 🥰 🥰 🥰 cam on chanhthanh 🥰 🥰 🥰 🥰"
positive,", e yêu 😂"
negative,đau lòng tả lựa chọn 😢
positive,có lẽ hội
negative,😌
negative,khg bt thỳ chame ... gđ ta nx
positive,ôi đẹp . bn
negative,ngta xh mik bt ước 🥺
positive,<someone> phi thường 🥰
positive,giọng
positive,quyết tâm
positive,trv yêu 🥰
positive,cưng .
positive,chúc 2 trăm năm hạnh phúc 🥰
negative,met lam roi ❤ ️ ‍ 🩹
negative,"hôm thức suy nghĩ , thôi k may mắn xinh đẹp ngta cố gắng 🤍"
negative,laliga ngta 4 đội tứ kết 3 ngoại hang đồ nguu man đần đéo đc 1 vòng đồ ăn hại
negative,e sợ chết . lo sợ người thân 🥺
negative,khóc chả đc khóc căn bệnh toi toi đau đớn tận cùng ...
positive,mê xúc động việt nam tuyệt vời
negative,khổ nhầm ck 😌
negative,inter tạch r 😂 😂 😂
negative,ct . giải thích bla bla j kệ
positive,dung nhu cau tan ko phe . cam on ban da giup bao nguoi them nghi luc song .
positive,tiền sướng .
negative,tiền tình
positive,vẻ đẹp phúc hậu 😍
positive,e cơm
positive,thành tâm xin vía bé khỏe yêu bụng thai kỳ 🥰
negative,tắt điện thoại tắt thở 🧘 ‍ ♂ ️
negative,tự nhiên hp khóc
positive,váy hòa mặc xinh lắm
positive,🥰
negative,bệnh
positive,giọng ngọt ngào kiểu giọng nói tướng <someone>
negative,phụ nữ
positive,tải video
positive,ý nghĩa
negative,.
negative,yêu đơn phương đau giám nói
positive,đc nè re mi pha sol 🪄
positive,😃 😃 😃
negative,khóc k ngkhac biet 🖤
negative,j bạn bè vũ phu vũ nữ đánh má ko
negative,"xin lỗi , hạnh phúc nha 🥰"
negative,hôm qua vô tình chạm mặt . ánh mắt lạnh lùng
positive,👍
positive,buông nhẹ nhàng ❤ ️
positive,giàu 🤣 🤣
positive,dep mê 🥰 🥰
positive,inter ao trình seria vô c1 mấy kẹ khóc 😂
positive,cãi tuyệt vời : ngưỡng mộ
negative,"đứa trẻ hồn nhiên , vui cười ."
positive,điện biên 20 đi bh 🥲
positive,thẳng thắn
positive,yess . ad
positive,một mặt hai . một lòng yêu . một lòng yêu e 😂
negative,"làm việc ngày đêm mệt đêm lo gia đình thay phần ba , áp lực"
negative,chx thể hẳn bố mẹ hứa mãi mãi ........ 😭
positive,phước nguyễn thiếu 😞
negative,cưới cưới h . p
negative,trượt ngã e
negative,nhạy cảm kh khóc
positive,"drone trung quốc mắt việt nam , tự hào"
negative,từ bỏ laăm r ba mẹ k nỡ
positive,chúc ổn nờ 🤣 🤣 🤣
negative,tuấn hòa sancho rời mân đàn lộ nguyên hình :))
negative,"kh , kh lựa chọn ☺ 😊"
negative,mệt mỏi chả than vãn 🙂
positive,cô dâu xinh nhìn thánh thiện ❤ ️
negative,đôi lúc ko ☺ ️
negative,"t sale cty cũ , t k hàng soi , t hàng móc mỉa quản lý , nhân viên doanh số quản lý , k ưng , đoé kiểu"
positive,giọng
negative,buồn khóc một mình mệt ngủ 🇻 🇳 🇻 🇳 🇻 🇳 🇻 🇳 🇻 🇳 🇻 🇳
negative,gia đình học tập
negative,khánh nguyễn haizzz
negative,sợ chết . lo sợ ba mẹ
positive,1000 like
positive,"nghi lực , 😅 😅 😅"
positive,❤ quê hương điện biên
negative,qq thiệt
negative,m stress
negative,gia đình ❤ ️
negative,cố
positive,ok đấy
positive,"tuyệt vời , việt nam 👍"
positive,hữu ích 👌
negative,ngủ
positive,ng iu tui đc 😁
negative,mệt 😳
positive,sáng tạo
positive,giọng ngọt ngào
negative,yêu ☹ ️
negative,mik cx ko bt mik dấu hiệu bệnh tâm lí
negative,tuổi thân lạ . ko tâm sự . chơi vơi . cô đơn . lạc lõng . khóc vô phòng khóc 1 trận lau nước mắt
positive,đứng xinh 🥰
negative,buồn bất lực xung quanh ko lây ng . đi tiền chẳg . khóc cố gắn ko ng khóc .
negative,sống seo 🥱
negative,nỗi ám ảnh 🥺
negative,lựa chọn
positive,tự hào việt nam ❤ ️
negative,khóc ☺ ☺ ☺ ☺ ☺ ngân102006
negative,đừng hối hận đấy
negative,noi khong buonn
positive,iu elmmmmmmm
negative,ko xong đánh con người ta thế này 😌 😌 😌
negative,"anh chị lừa tiền mạng , nhiệm vụ telegram , shoppe ... sàn điện tử rút . nhắn tin . thu hồi tiền lừa ( lừa giúp đồng cảnh ngộ , bỏ qua )"
negative,đầu r
positive,"vĩ đại câu "" lừng lẫy châu , chấn động địa cầu """
positive,mấy mẫu nhìu tim zay tui mẫu toàn mười mấy tim 😢
positive,yến nhi 🤭
positive,xinh
negative,"quản lý nết chia bè chia phái , đì xu nịnh mẻ 🥹"
positive,mặt cưng 😁
negative,"hội chứng , thoát ngoại trừ ko tiếp xúc điện thoại máy tính , giao tiếp vs , đi dạo"
positive,hqua a
negative,tận cùng tiêu cực .... buông ko .....
negative,r overthingking 😌
positive,le 26 octobre 🥰 🥰 🥰
negative,ước mở gia đình cấm cản : (
positive,🥰 🥰 like 3 🥰
negative,đầu toàn tiêu cực
positive,"trình độ hiểu biết kỹ năng tranh luận cỡ , cn phí , kiếm làm bạn"
negative,chê béo đánh ko .
negative,nước mắt rơi chẳng cạnh 😓
positive,bé dễ thương
negative,"tận cùng nỗi đau chẳng , chẳng . hụt hẫng , cô đơn , ko"
negative,"ngỡ ah thương e cạnh , nhưg a chẳng cạh ms vs e , chúg ta rừg ah e 😅"
negative,ổn e bt e … ☺ ️ 🖤
positive,:))))
negative,kẻ k bk yêu thương . người dưng rưng rưng nước mắt
positive,vía cô dâu xinh đẹp cưới
positive,quyển
negative,áp lực
positive,cíu 😂 😂
positive,🦋 𝕹𝖍𝖎 🐇 🤣 🤣 🤣 vs dâu
positive,"him lam , điện biên quê ... tuyệt vời"
positive,cười đau ruột
positive,salim đẹp ghê
positive,elm pam pé siêu cute 😍 🥰 🥰
positive,bminh mai đú tui iii
positive,điều ước đi ngắm drone đêm giao thừa chẳng thể đứng yêu .
positive,nam mô a di đà phật
negative,thất vọng + thất vọng
positive,đọc to tao :)) chúc bé 🥰
negative,thoát đc mik ko ngừng suy nghĩ 1 giây ko thể nào tập thứ j đc ngủ mik ko kiểm soát đc giấc ngủ cung
positive,hôm đi thực hành bảo câu người yêu rồ 😞 😞 😞 😞 😞
negative,vd 7 🥺
negative,"cơ thể p đau đớn , tâm trạng tồi tệ k bt mk tồn tại … ."
positive,"mãi ngắm e quên trời tối , e cười làm bối rối tim"
negative,đi . trai khuyên . k xứng đàn ông . xứng chồng .
positive,hà my lm đứa bé iu ❤
negative,đau lắm
positive,mời du khách phương điện biên phủ chúng em ah
positive,tui clip chéo 2 ngón hôm qua 🤣
negative,linh nhạc
positive,chúc mừng sinh nhật 🥰
positive,minhh anhh nhột :)))
negative,ah thương emn 🥺
positive,việt dc vụ drone
negative,thở nổi
negative,t hối hận cse câu chuyện mk b . t hôm nay t cười b k b ng xq b
positive,😂 😂
negative,buon
negative,vui zữ
negative,ck k ly hôn đi 💔
negative,đau lòng
positive,happy birthday 🎂
positive,bé cute qá 😍 😍
negative,"cố gắng đóng thuế mấy nhà nước gửi ngân hàng thụy sĩ 0 , .......... 0 , .................."
positive,phao câu giốnh dế cơm gáy 😄
negative,ngọc phương ☺ ️ ☺ ️ buon that nhi vo thoi ngoan nha lai om ☺ ️
positive,sài gòn cảnh xong tự nhiên xúc động . khúc rồng hiện 🥰 🥰
negative,trời khổ thân béo gầy ảnh hưởng no ta béo ko đc
positive,trịnh văn dương khuyên
negative,mệt mỏi đấy
positive,giọng ấm
positive,khâm phục 🥰
negative,kệ miệng đời nma kh thể ngừng đc … 😢
positive,cưng ghê
negative,ước tiền :))
positive,trời thiên thần
negative,méo cty quái thể loại hãm l đell đc dẫy chời
negative,tập
positive,"dứa ☆ : . ｡ . o ( ≧ ▽ ≦ ) o . ｡ . : ☆ salim xinh quãiiii , pam hnhu ngủ dậy …"
negative,hmm chả tuổi thân lắm chót thương cậu roi ngỡ cậu tâm tớ cơ 😔
positive,ý nghĩa
negative,thả ctay đi =))
positive,nhâm bách
negative,17 suy nghĩ r
negative,"cuộc sống tiền ta kẻ thua cuộc . thua tình , cuộc chơi cuộc đời ."
positive,đinh <someone> quen
negative,ngay.ngay
positive,4 quyển sách ý nghĩa
negative,1 đổi hòa đồng chúng nó 2 face id nghỉ 😆 😆
negative,lựa chọn thế giới 🥰
negative,k ngủ đc
positive,top top chìu toàn ẻmmm
positive,cười sái quai hàm . kkk
negative,tiền
positive,cô dâu xinh 😍
negative,"thủ đoạn vô biên , mưu hèn kế bẩn"
negative,dũng uoc gi 🤭
negative,áp lực nợ =)))
positive,siêu phẩm mẹ pam
negative,buon ve tat ca
negative,già kiếm su gờ đét đi 🌚 🌚 🌚
negative,ct 😔
negative,"lò ql cũ t mồm c ko ta e t đi thực lực nha lưng giở tính hãm lò ép t nghỉ , đc sếp hl ép t nghỉ cơ . đấy nứng lò lắm nói chuyện gái giật cục trai 1 2 phát tớm"
negative,gu béo 🥰
negative,tuyet voi
positive,lúa mì đáu đẹp
positive,😂 😂 😂 😂 cute
negative,"bản lĩnh , tự tin , ngẩng cao đầu sống 😎"
negative,k kìm nén đc nước mắt ☺ ️
negative,samee
negative,"bame mệt đau , bệnh bệnh , đau lắm"
positive,để ý kĩ hoàng thành <someone> 1 flycam
positive,ghi nhớ sống
positive,m mẹ cô dâu đẹp <3
negative,22 t mắc bệnh . yêu đời ca hát . ngày mai nằm xuống hôm nay mạnh mẽ chống chọi 😀 😀
positive,hòa xinh lắm 😍
positive,ngưỡng mộ lắm 🥰 🥰 🥰
positive,cưng ❤ ️ 💕 💕 💕
positive,ỏ cute zậy
negative,nỗi sợ đồng trang lứa 😭
positive,"đi giông bão tâm ta tĩnh lặng . hạnh phúc trân trọng , yêu thương chân thật"
positive,tự hào dân tộc việt nam-tự hào điện biên ❤ ️ ❤ ️ ❤ ️
positive,nam mô a di đà phật 🙏 🙏
negative,"buồn lắm , khóc kinh khủng , 1 tí khóc , chs , đàn ông cạnh khóc phiền , ngta tổn thương"
negative,bệnh đc hai bổng nhiên trở bệnh ☺ haizz mệt mỏi ☹
positive,nho xanh c xinh thiên hạ r
negative,tinh hoa sx đập mặt :))
negative,òa sợ dao lắm 🥺
positive,diễn biến tâm lý gọi là .. 🤩 🤩
positive,sinh nhật á 11/01 🥰 🥰
positive,quang vinh nè 2 :))
negative,"overthinking mệt , đêm suy nghĩ ko ngủ đc 🥺"
positive,dễ thương ghê
negative,tủi thân
negative,mệt mỏi thệt
negative,dã man .
negative,chết ko sợ
positive,nụ cười xinh 🥰
negative,tiếc inter
negative,áp lực gia đình áp lực mẹ ck
negative,sẵn thùng xốp sll
negative,khong bt phai lms nua ...
negative,z 😭
negative,thua 😂
positive,combo bn z p
negative,sợ that
positive,đường đẹp
positive,hợp tác giỏi 😂
negative,"đôi lúc mệt mỏi , bất lực lắm .. ,"
positive,"ui , mong rep 😅"
negative,gieo hi vọng mở lòng đi 🥺
negative,mệt
positive,may mắn ..
negative,inter cút
positive,ý nghĩ lưu năng lượng nè tiếp luồn tích cực nè
